partner_id,partner_name,email,phone,partner_type,role,region,city,city_tier,manager_id,training_path,signup_date,activation_date,cohort_month,months_active,onboarding_days,onboarding_status,modules_assigned,modules_completed,training_completion_pct,training_status,learning_hours,videos_completed,pdfs_opened,live_sessions_attended,mentor_sessions,portal_logins_30d,days_since_last_login,reminders_sent,quiz_attempts,quiz_avg_score,assessment_score,compliance_score,certification_status,certification_date,badges_earned,customer_ready,readiness_status,deployment_status,field_visits,leads_assigned,leads_converted,conversion_rate,sales_value,tickets_handled,avg_resolution_hours,qa_audit_score,productivity_score,customer_csat,complaints_count,repeat_issue_rate,partner_nps,performance_score,leaderboard_score,global_rank,regional_rank,at_risk_flag,at_risk_reason,next_best_action
PRT00056,Partner 56,partner56@demoapp.ai,+91-9261420673,Reseller,Sales,North,Chandigarh,Tier 2,MGR071,Sales Excellence,2024-04-30,2024-05-23,2024-04,22,23,Standard,10,2,19.1,At Risk,16.1,7,6,0,3,10,13,3,16,46.4,36.2,55.9,Not Certified,,2,0,Not Ready,In Training,45,148,54,36.5,809793.0,6,29.4,72.5,50.6,2.8,6,30.0,-20,79.7,74.7,252,232,1,Low training progress,Assign mentor + mandatory reminders
PRT00057,Partner 57,partner57@demoapp.ai,+91-9895905349,Agent,Technician,North,Delhi,Tier 1,MGR022,Field Technician Bootcamp,2026-01-24,2026-02-11,2026-01,1,18,Standard,14,10,72.9,In Progress,27.2,11,13,4,2,22,0,0,15,79.6,79.3,79.0,In Progress,,2,0,Almost Ready,In Training,52,25,12,48.0,42885.0,148,14.2,69.7,56.7,3.83,6,10.9,31,88.2,97.7,22,13,0,Low performance,Complete final certification
PRT00058,Partner 58,partner58@demoapp.ai,+91-9168167175,Field Staff,Technician,South,Hyderabad,Tier 1,MGR034,Field Technician Bootcamp,2025-06-10,2025-06-13,2025-06,9,3,Fast,10,7,65.5,In Progress,21.3,8,7,4,1,22,1,2,10,87.0,80.6,76.2,In Progress,,1,0,Almost Ready,In Training,60,36,15,41.7,34971.0,48,12.2,72.8,74.5,3.41,7,16.8,30,92.4,94.7,52,42,0,Low performance,Complete final certification
PRT00059,Partner 59,partner59@demoapp.ai,+91-9806850460,Franchise,Technician,West,Pune,Tier 1,MGR020,Field Technician Bootcamp,2025-05-29,2025-06-13,2025-05,9,15,Standard,16,6,34.6,At Risk,29.9,14,17,1,1,19,13,2,21,64.2,66.5,67.7,Not Certified,,0,0,Not Ready,In Training,6,24,8,33.3,14701.0,119,21.9,71.5,66.5,3.31,7,21.5,-4,88.7,87.1,128,115,1,Low training progress,Assign mentor + mandatory reminders
PRT00060,Partner 60,partner60@demoapp.ai,+91-9739647974,Franchise,Sales,Central,Nagpur,Tier 2,MGR030,Sales Excellence,2024-07-31,2024-08-09,2024-07,19,9,Fast,9,4,41.3,At Risk,14.0,5,10,2,1,20,6,3,13,86.1,69.3,66.1,Not Certified,,2,0,Not Ready,In Training,14,144,64,44.4,1328143.0,16,27.8,80.2,56.1,3.56,6,19.5,15,82.9,87.4,125,51,1,Low training progress,Assign mentor + mandatory reminders
PRT00061,Partner 61,partner61@demoapp.ai,+91-9724570812,Field Staff,Sales,Central,Bhopal,Tier 2,MGR059,Sales Excellence,2025-10-12,2025-10-31,2025-10,5,19,Standard,16,4,27.0,At Risk,40.7,13,12,3,1,8,17,6,23,58.5,65.7,70.3,Not Certified,,0,0,Not Ready,In Training,37,57,33,57.9,595994.0,53,18.3,72.8,46.6,3.28,10,19.8,25,73.6,77.3,226,149,1,Low training progress,Assign mentor + mandatory reminders
PRT00062,Partner 62,partner62@demoapp.ai,+91-9239733386,Field Staff,Sales,East,Guwahati,Tier 2,MGR055,Sales Excellence,2024-05-14,2024-05-25,2024-05,22,11,Fast,8,1,11.1,At Risk,12.8,5,5,3,1,6,16,3,6,45.3,48.9,41.5,Not Certified,,2,0,Not Ready,In Training,63,65,14,21.5,275721.0,55,28.3,71.7,43.6,3.09,7,18.2,-8,71.7,72.0,279,217,1,Low training progress,Assign mentor + mandatory reminders
PRT00063,Partner 63,partner63@demoapp.ai,+91-9171765225,Field Staff,Support,West,Surat,Tier 2,MGR001,Support Academy,2026-01-06,2026-01-28,2026-01,2,22,Standard,14,6,45.9,At Risk,29.9,11,13,2,3,18,6,2,22,54.3,61.0,72.7,Not Certified,,2,0,Not Ready,In Training,9,30,14,46.7,0.0,210,15.2,78.2,52.4,3.62,5,16.6,6,87.8,91.4,85,73,0,Low performance,Complete final certification
PRT00064,Partner 64,partner64@demoapp.ai,+91-9951865949,Reseller,Sales,North,Chandigarh,Tier 2,MGR061,Sales Excellence,2025-01-17,2025-02-04,2025-01,14,18,Standard,11,3,27.6,At Risk,19.6,11,7,3,3,9,9,4,10,43.0,50.8,55.0,Not Certified,,0,0,Not Ready,In Training,42,23,7,30.4,78740.0,10,29.7,66.0,66.3,3.31,6,18.9,15,87.2,85.2,147,128,1,Low training progress,Assign mentor + mandatory reminders
PRT00065,Partner 65,partner65@demoapp.ai,+91-9280161613,Field Staff,Operations,East,Patna,Tier 2,MGR016,Ops Compliance Track,2024-09-08,2024-09-16,2024-09,18,8,Fast,9,4,43.7,At Risk,15.9,3,6,0,0,15,10,3,12,80.3,74.6,65.9,Not Certified,,2,0,Not Ready,In Training,3,25,12,48.0,17213.0,173,17.5,87.6,49.2,3.78,5,18.4,1,92.1,95.0,49,18,1,Low training progress,Assign mentor + mandatory reminders
PRT00066,Partner 66,partner66@demoapp.ai,+91-9821987977,Field Staff,Technician,Central,Indore,Tier 2,MGR015,Field Technician Bootcamp,2025-07-24,2025-08-07,2025-07,7,14,Fast,9,4,45.0,At Risk,18.9,8,7,2,1,10,11,5,12,56.9,71.3,88.3,Not Certified,,1,0,Not Ready,In Training,37,30,11,36.7,25763.0,44,24.7,67.7,66.5,3.49,6,9.9,1,85.6,88.7,112,39,0,Low performance,Complete final certification
PRT00067,Partner 67,partner67@demoapp.ai,+91-9653524286,Field Staff,Technician,South,Kochi,Tier 2,MGR044,Field Technician Bootcamp,2024-11-13,2024-12-06,2024-11,16,23,Standard,8,3,42.9,At Risk,20.0,5,8,2,3,10,8,2,11,51.5,61.0,78.1,Not Certified,,0,0,Not Ready,In Training,13,33,15,45.5,86015.0,76,26.2,69.2,68.9,3.25,6,18.0,12,88.4,87.6,123,112,1,Low training progress,Assign mentor + mandatory reminders
PRT00068,Partner 68,partner68@demoapp.ai,+91-9811723803,Agent,Support,Central,Indore,Tier 2,MGR020,Support Academy,2024-07-23,2024-08-19,2024-07,20,27,Standard,9,4,41.6,At Risk,17.4,5,5,1,2,14,12,2,10,62.3,62.7,48.0,Not Certified,,0,0,Not Ready,In Training,12,15,7,46.7,35628.0,63,20.7,73.1,66.7,3.19,7,19.1,3,79.3,81.8,181,104,1,Low training progress,Assign mentor + mandatory reminders
PRT00069,Partner 69,partner69@demoapp.ai,+91-9434122652,Franchise,Sales,South,Kochi,Tier 2,MGR078,Sales Excellence,2025-06-03,2025-06-14,2025-06,9,11,Fast,11,5,41.0,At Risk,17.4,7,8,1,1,5,6,1,16,60.0,70.3,60.2,Not Certified,,2,0,Not Ready,In Training,15,144,62,43.1,906233.0,50,19.3,82.5,58.8,3.6,6,17.1,2,93.2,93.4,65,54,1,Low training progress,Assign mentor + mandatory reminders
PRT00070,Partner 70,partner70@demoapp.ai,+91-9303548119,Agent,Technician,North,Lucknow,Tier 2,MGR012,Field Technician Bootcamp,2025-07-02,2025-07-11,2025-07,8,9,Fast,9,3,34.7,At Risk,22.2,5,13,4,2,3,16,2,11,56.6,57.2,54.9,Not Certified,,1,0,Not Ready,In Training,27,7,3,42.9,16197.0,150,26.3,80.8,49.1,2.94,5,23.4,-13,82.2,79.8,201,182,1,Low training progress,Assign mentor + mandatory reminders
PRT00071,Partner 71,partner71@demoapp.ai,+91-9296190975,Franchise,Support,East,Kolkata,Tier 1,MGR013,Support Academy,2025-04-03,2025-05-07,2025-04,11,34,Delayed,16,4,27.6,At Risk,32.4,13,22,4,1,12,13,3,24,71.3,61.6,66.2,Not Certified,,2,0,Not Ready,In Training,16,30,13,43.3,73044.0,219,22.0,67.5,34.7,2.83,8,13.5,-20,65.8,68.6,313,244,1,Low training progress,Assign mentor + mandatory reminders
PRT00072,Partner 72,partner72@demoapp.ai,+91-9753513271,Agent,Support,Central,Indore,Tier 2,MGR061,Support Academy,2024-12-17,2025-01-04,2024-12,15,18,Standard,15,1,5.0,At Risk,28.1,8,18,1,1,5,23,4,14,52.1,44.0,63.7,Not Certified,,0,0,Not Ready,In Training,19,25,8,32.0,21142.0,202,29.2,66.7,45.8,3.11,5,23.3,-15,70.6,70.7,292,210,1,Low training progress,Assign mentor + mandatory reminders
PRT00073,Partner 73,partner73@demoapp.ai,+91-9565355979,Service Partner,Support,South,Hyderabad,Tier 1,MGR023,Support Academy,2024-09-06,2024-09-25,2024-09,18,19,Standard,12,6,46.2,At Risk,27.1,11,11,3,1,16,8,2,20,75.3,77.0,56.1,Not Certified,,1,0,Not Ready,In Training,8,14,6,42.9,17619.0,219,29.2,72.4,58.3,3.41,6,17.8,-1,86.2,88.4,115,104,0,Low performance,Complete final certification
PRT00074,Partner 74,partner74@demoapp.ai,+91-9788891084,Agent,Technician,West,Surat,Tier 2,MGR058,Field Technician Bootcamp,2024-11-02,2024-11-14,2024-11,16,12,Fast,8,3,38.9,At Risk,15.6,7,9,2,3,19,0,1,6,85.0,59.8,61.3,Not Certified,,1,0,Not Ready,In Training,56,20,9,45.0,40596.0,188,19.6,69.7,51.2,3.54,5,14.2,4,84.8,87.9,120,107,1,Low training progress,Assign mentor + mandatory reminders
PRT00075,Partner 75,partner75@demoapp.ai,+91-9644864412,Franchise,Operations,North,Jaipur,Tier 2,MGR055,Ops Compliance Track,2025-10-26,2025-11-15,2025-10,4,20,Standard,16,8,50.6,At Risk,46.5,12,13,2,0,12,10,0,24,62.1,73.2,69.0,Not Certified,,1,0,Not Ready,In Training,16,3,2,66.7,6552.0,92,29.5,81.3,58.2,3.62,4,21.4,5,90.8,93.7,62,45,0,Low performance,Complete final certification
PRT00076,Partner 76,partner76@demoapp.ai,+91-9419120434,Agent,Sales,West,Mumbai,Tier 1,MGR016,Sales Excellence,2024-09-30,2024-11-01,2024-09,17,32,Delayed,14,2,11.9,At Risk,25.2,5,3,2,0,5,18,3,15,55.1,42.0,48.1,Not Certified,,1,0,Not Ready,In Training,61,157,50,31.8,1307039.0,49,34.5,67.9,49.6,2.48,9,33.8,-14,69.8,65.0,348,308,1,Low training progress,Assign mentor + mandatory reminders
PRT00077,Partner 77,partner77@demoapp.ai,+91-9415253858,Agent,Technician,East,Patna,Tier 2,MGR047,Field Technician Bootcamp,2026-01-05,2026-01-25,2026-01,2,20,Standard,9,3,31.4,At Risk,20.9,4,7,2,5,11,19,2,12,48.7,50.1,62.2,Not Certified,,0,0,Not Ready,In Training,6,17,7,41.2,43972.0,214,25.8,69.2,31.5,3.35,7,20.5,-4,68.1,75.7,242,181,1,Low training progress,Assign mentor + mandatory reminders
PRT00078,Partner 78,partner78@demoapp.ai,+91-9476088803,Field Staff,Sales,North,Chandigarh,Tier 2,MGR043,Sales Excellence,2024-04-20,2024-05-17,2024-04,23,27,Standard,8,2,27.0,At Risk,16.0,5,6,1,1,9,18,2,9,73.2,45.8,67.3,Not Certified,,0,0,Not Ready,In Training,54,140,48,34.3,542505.0,21,25.6,61.2,56.0,3.32,7,20.6,8,77.8,80.0,199,180,1,Low training progress,Assign mentor + mandatory reminders
PRT00079,Partner 79,partner79@demoapp.ai,+91-9238173979,Field Staff,Support,West,Surat,Tier 2,MGR008,Support Academy,2024-05-03,2024-05-21,2024-05,22,18,Standard,13,8,59.9,At Risk,26.0,9,12,6,0,13,14,4,13,71.3,84.6,76.0,Not Certified,,2,0,Not Ready,In Training,8,11,5,45.5,32052.0,155,15.4,82.4,62.2,3.74,10,5.2,27,94.8,98.5,15,8,0,Low performance,Complete final certification
PRT00080,Partner 80,partner80@demoapp.ai,+91-9846825445,Reseller,Relationship Manager,West,Surat,Tier 2,MGR062,Partner Relationship Mastery,2024-09-09,2024-09-19,2024-09,18,10,Fast,8,1,14.8,At Risk,13.1,7,8,0,1,9,13,5,9,35.0,54.0,49.9,Not Certified,,2,0,Not Ready,In Training,39,78,33,42.3,74428.0,46,36.3,66.1,50.7,3.04,5,20.4,-11,77.7,75.4,245,231,1,Low training progress,Assign mentor + mandatory reminders
PRT00081,Partner 81,partner81@demoapp.ai,+91-9801164977,Field Staff,Sales,East,Guwahati,Tier 2,MGR069,Sales Excellence,2024-01-03,2024-01-16,2024-01,26,13,Fast,13,4,32.5,At Risk,21.3,2,17,3,1,12,5,3,18,49.7,71.2,76.9,Not Certified,,0,0,Not Ready,In Training,5,29,12,41.4,265697.0,49,18.9,77.7,47.3,3.34,8,22.6,21,76.2,80.2,197,136,1,Low training progress,Assign mentor + mandatory reminders
PRT00082,Partner 82,partner82@demoapp.ai,+91-9525709636,Agent,Technician,South,Chennai,Tier 1,MGR076,Field Technician Bootcamp,2025-10-30,2025-11-08,2025-10,4,9,Fast,11,4,40.5,At Risk,22.3,6,10,0,1,14,1,4,14,78.4,65.7,42.1,Not Certified,,1,0,Not Ready,In Training,20,11,5,45.5,28451.0,78,18.8,71.1,57.6,3.75,7,15.8,18,92.6,94.5,54,44,1,Low training progress,Assign mentor + mandatory reminders
PRT00083,Partner 83,partner83@demoapp.ai,+91-9217652618,Reseller,Support,North,Chandigarh,Tier 2,MGR008,Support Academy,2024-09-15,2024-10-05,2024-09,18,20,Standard,15,5,36.1,At Risk,21.1,13,10,1,2,14,6,5,23,46.7,60.9,41.2,Not Certified,,1,0,Not Ready,In Training,9,30,9,30.0,0.0,202,22.4,67.6,68.9,3.27,5,18.1,-5,84.1,84.4,155,136,1,Low training progress,Assign mentor + mandatory reminders
PRT00084,Partner 84,partner84@demoapp.ai,+91-9430079641,Franchise,Sales,Central,Raipur,Tier 2,MGR015,Sales Excellence,2024-03-18,2024-04-15,2024-03,24,28,Standard,11,5,42.8,At Risk,17.0,7,9,3,4,17,8,4,15,65.1,63.1,60.3,Not Certified,,1,0,Not Ready,In Training,16,105,46,43.8,487036.0,5,19.5,69.3,65.2,3.18,5,18.4,17,76.4,80.2,197,120,1,Low training progress,Assign mentor + mandatory reminders
PRT00085,Partner 85,partner85@demoapp.ai,+91-9162060493,Franchise,Operations,West,Mumbai,Tier 1,MGR067,Ops Compliance Track,2025-04-15,2025-05-04,2025-04,11,19,Standard,12,3,22.2,At Risk,21.7,7,13,3,1,11,8,5,16,61.8,64.0,61.1,Not Certified,,2,0,Not Ready,In Training,14,16,7,43.8,24432.0,58,24.2,75.4,42.1,3.12,5,21.3,-13,75.5,76.1,238,225,1,Low training progress,Assign mentor + mandatory reminders
PRT00086,Partner 86,partner86@demoapp.ai,+91-9733897299,Franchise,Support,West,Mumbai,Tier 1,MGR025,Support Academy,2025-12-29,2026-01-14,2025-12,2,16,Standard,12,3,26.6,At Risk,28.3,5,10,1,0,15,10,2,20,64.3,60.4,48.7,Not Certified,,1,0,Not Ready,In Training,17,15,7,46.7,22341.0,131,24.0,67.4,50.9,3.16,7,19.1,-9,80.8,80.0,199,186,1,Low training progress,Assign mentor + mandatory reminders
PRT00087,Partner 87,partner87@demoapp.ai,+91-9480328227,Reseller,Relationship Manager,West,Mumbai,Tier 1,MGR051,Partner Relationship Mastery,2026-01-25,2026-02-06,2026-01,1,12,Fast,16,6,37.1,At Risk,29.4,14,11,1,2,7,11,4,21,86.6,53.9,87.2,Not Certified,,0,0,Not Ready,In Training,23,35,10,28.6,172620.0,0,23.2,60.6,57.1,3.48,7,18.6,10,82.3,85.6,143,130,1,Low training progress,Assign mentor + mandatory reminders
PRT00088,Partner 88,partner88@demoapp.ai,+91-9404938671,Field Staff,Support,West,Ahmedabad,Tier 1,MGR028,Support Academy,2024-03-22,2024-04-12,2024-03,24,21,Standard,14,6,44.2,At Risk,25.6,9,14,1,3,14,5,3,13,65.9,59.0,67.0,Not Certified,,1,0,Not Ready,In Training,9,5,2,40.0,8860.0,131,22.2,77.3,64.8,3.31,6,15.1,27,81.5,84.6,153,140,1,Low training progress,Assign mentor + mandatory reminders
PRT00089,Partner 89,partner89@demoapp.ai,+91-9231832232,Franchise,Operations,North,Delhi,Tier 1,MGR018,Ops Compliance Track,2025-08-25,2025-09-02,2025-08,6,8,Fast,14,1,7.7,At Risk,18.5,13,9,3,0,7,22,6,13,42.6,50.5,51.1,Not Certified,,0,0,Not Ready,In Training,2,31,9,29.0,48334.0,180,28.6,61.7,43.1,3.04,6,17.7,-8,76.7,73.7,262,240,1,Low training progress,Assign mentor + mandatory reminders
PRT00090,Partner 90,partner90@demoapp.ai,+91-9180260451,Field Staff,Support,East,Patna,Tier 2,MGR050,Support Academy,2024-10-02,2024-10-11,2024-10,17,9,Fast,10,3,32.5,At Risk,25.6,10,7,3,2,6,20,3,17,53.8,60.7,71.4,Not Certified,,1,0,Not Ready,In Training,0,7,2,28.6,8790.0,178,29.3,68.3,62.3,2.98,5,25.6,14,68.5,72.4,275,213,1,Low training progress,Assign mentor + mandatory reminders
PRT00091,Partner 91,partner91@demoapp.ai,+91-9542160223,Franchise,Support,West,Mumbai,Tier 1,MGR017,Support Academy,2025-09-27,2025-10-22,2025-09,5,25,Standard,12,2,20.8,At Risk,27.6,11,12,2,2,7,13,4,14,67.2,60.3,41.8,Not Certified,,2,0,Not Ready,In Training,5,27,8,29.6,11475.0,137,21.1,66.9,43.6,3.53,4,22.7,-4,76.4,80.4,195,182,1,Low training progress,Assign mentor + mandatory reminders
PRT00092,Partner 92,partner92@demoapp.ai,+91-9839743660,Reseller,Relationship Manager,North,Lucknow,Tier 2,MGR011,Partner Relationship Mastery,2025-04-05,2025-04-21,2025-04,11,16,Standard,9,1,11.2,At Risk,21.1,6,6,2,1,6,12,3,11,35.0,55.0,68.3,Not Certified,,2,0,Not Ready,In Training,56,158,64,40.5,1080646.0,26,31.3,69.0,46.4,2.84,9,16.8,-20,77.6,72.8,271,248,1,Low training progress,Assign mentor + mandatory reminders
PRT00093,Partner 93,partner93@demoapp.ai,+91-9635018876,Agent,Support,North,Chandigarh,Tier 2,MGR043,Support Academy,2025-07-10,2025-07-26,2025-07,8,16,Standard,11,3,28.1,At Risk,12.6,7,9,4,4,8,19,2,12,61.9,53.6,47.9,Not Certified,,0,0,Not Ready,In Training,6,24,8,33.3,5914.0,94,31.7,71.1,61.7,2.93,6,19.4,4,79.6,77.3,226,207,1,Low training progress,Assign mentor + mandatory reminders
PRT00094,Partner 94,partner94@demoapp.ai,+91-9130812250,Agent,Support,West,Mumbai,Tier 1,MGR016,Support Academy,2025-09-28,2025-10-15,2025-09,5,17,Standard,15,6,36.8,At Risk,29.4,9,14,1,2,13,13,3,12,78.2,51.5,50.1,Not Certified,,1,0,Not Ready,In Training,13,36,14,38.9,68377.0,140,29.0,64.8,50.0,2.82,6,21.6,0,75.6,75.3,246,232,1,Low training progress,Assign mentor + mandatory reminders
PRT00095,Partner 95,partner95@demoapp.ai,+91-9809933057,Agent,Operations,Central,Nagpur,Tier 2,MGR016,Ops Compliance Track,2025-11-11,2025-12-05,2025-11,4,24,Standard,8,4,54.3,At Risk,11.0,8,7,7,0,19,6,3,14,71.6,62.2,70.3,Not Certified,,2,0,Not Ready,In Training,12,38,16,42.1,41212.0,78,29.4,76.5,49.6,2.89,5,16.7,26,73.2,77.3,226,149,1,Poor customer satisfaction,Quality coaching
PRT00096,Partner 96,partner96@demoapp.ai,+91-9154032228,Field Staff,Technician,West,Pune,Tier 1,MGR063,Field Technician Bootcamp,2024-04-19,2024-05-08,2024-04,23,19,Standard,9,1,11.1,At Risk,19.3,6,6,1,2,8,13,3,8,64.5,48.3,48.4,Not Certified,,0,0,Not Ready,In Training,40,12,5,41.7,13313.0,136,33.2,64.0,49.2,3.16,6,21.6,-9,75.4,74.7,252,237,1,Low training progress,Assign mentor + mandatory reminders
PRT00097,Partner 97,partner97@demoapp.ai,+91-9823580961,Agent,Relationship Manager,North,Chandigarh,Tier 2,MGR043,Partner Relationship Mastery,2025-07-04,2025-07-16,2025-07,8,12,Fast,13,3,25.9,At Risk,25.3,12,13,2,1,8,9,5,12,39.6,70.8,66.7,Not Certified,,0,0,Not Ready,In Training,7,98,46,46.9,1172066.0,48,17.1,78.7,53.0,3.58,5,20.4,13,92.0,90.3,96,77,1,Low training progress,Assign mentor + mandatory reminders
PRT00098,Partner 98,partner98@demoapp.ai,+91-9271828777,Franchise,Technician,Central,Nagpur,Tier 2,MGR044,Field Technician Bootcamp,2024-04-17,2024-04-29,2024-04,23,12,Fast,15,7,43.8,At Risk,30.5,12,10,2,2,14,8,4,17,77.9,62.9,61.3,Not Certified,,2,0,Not Ready,In Training,23,1,0,0.0,0.0,146,16.3,82.8,43.0,3.77,6,11.9,16,77.4,86.8,131,56,1,Low training progress,Assign mentor + mandatory reminders
PRT00099,Partner 99,partner99@demoapp.ai,+91-9171873012,Franchise,Relationship Manager,North,Lucknow,Tier 2,MGR012,Partner Relationship Mastery,2025-12-18,2026-01-03,2025-12,2,16,Standard,16,4,27.5,At Risk,23.6,10,21,5,1,5,24,4,17,61.4,60.5,68.5,Not Certified,,2,0,Not Ready,In Training,62,36,14,38.9,258793.0,28,20.5,69.1,58.1,3.2,5,19.6,-7,83.4,82.0,179,160,1,Low training progress,Assign mentor + mandatory reminders
PRT00100,Partner 100,partner100@demoapp.ai,+91-9853430851,Service Partner,Operations,South,Kochi,Tier 2,MGR013,Ops Compliance Track,2025-04-22,2025-05-12,2025-04,10,20,Standard,13,6,49.1,At Risk,17.3,9,10,1,0,11,6,4,14,63.8,67.8,73.5,Not Certified,,0,0,Not Ready,In Training,18,5,2,40.0,7943.0,145,24.2,77.5,60.1,3.69,4,20.2,27,93.6,95.7,42,32,0,Low performance,Complete final certification
PRT00101,Partner 101,partner101@demoapp.ai,+91-9262466619,Service Partner,Technician,Central,Bhopal,Tier 2,MGR032,Field Technician Bootcamp,2024-05-26,2024-06-13,2024-05,21,18,Standard,13,6,44.3,At Risk,19.7,12,14,4,1,10,12,1,18,61.9,67.3,69.1,Not Certified,,0,0,Not Ready,In Training,39,33,12,36.4,45640.0,66,22.4,83.9,45.2,3.19,7,15.7,10,81.6,83.4,165,88,1,Low training progress,Assign mentor + mandatory reminders
PRT00102,Partner 102,partner102@demoapp.ai,+91-9729810175,Reseller,Support,West,Surat,Tier 2,MGR032,Support Academy,2024-08-10,2024-08-27,2024-08,19,17,Standard,10,0,5.0,At Risk,19.4,7,11,2,1,5,25,3,15,65.8,37.0,51.9,Not Certified,,1,0,Not Ready,In Training,0,4,1,25.0,4028.0,83,32.0,56.2,50.4,2.72,6,23.3,-20,67.6,65.1,347,307,1,Low training progress,Assign mentor + mandatory reminders
PRT00103,Partner 103,partner103@demoapp.ai,+91-9576963619,Agent,Sales,Central,Indore,Tier 2,MGR037,Sales Excellence,2025-11-11,2025-11-29,2025-11,4,18,Standard,11,3,25.3,At Risk,18.6,7,9,0,0,7,13,2,13,51.1,48.1,54.9,Not Certified,,0,0,Not Ready,In Training,53,179,58,32.4,1062058.0,14,30.9,56.0,51.0,3.25,8,19.6,-6,73.0,76.4,235,158,1,Low training progress,Assign mentor + mandatory reminders
PRT00104,Partner 104,partner104@demoapp.ai,+91-9311828561,Service Partner,Technician,West,Surat,Tier 2,MGR011,Field Technician Bootcamp,2025-05-04,2025-05-22,2025-05,10,18,Standard,10,5,46.5,At Risk,19.1,6,7,3,0,15,6,4,13,60.5,65.0,64.3,Not Certified,,1,0,Not Ready,In Training,28,36,15,41.7,60548.0,163,18.1,74.0,68.2,3.61,5,14.9,11,95.6,95.7,42,33,0,Low performance,Complete final certification
PRT00105,Partner 105,partner105@demoapp.ai,+91-9348127463,Reseller,Relationship Manager,West,Surat,Tier 2,MGR072,Partner Relationship Mastery,2024-06-23,2024-07-05,2024-06,21,12,Fast,8,3,36.6,At Risk,10.7,6,9,3,1,14,1,5,8,77.9,75.0,63.2,Not Certified,,1,0,Not Ready,In Training,24,128,71,55.5,1020174.0,33,17.8,81.8,59.1,3.94,6,11.9,-12,100.0,99.9,2,2,1,Low training progress,Assign mentor + mandatory reminders
PRT00106,Partner 106,partner106@demoapp.ai,+91-9418434134,Reseller,Support,South,Hyderabad,Tier 1,MGR030,Support Academy,2025-09-15,2025-10-12,2025-09,6,27,Standard,11,6,54.9,At Risk,19.8,7,6,6,0,22,3,1,15,73.8,84.1,77.4,Not Certified,,1,0,Not Ready,In Training,5,36,13,36.1,56380.0,204,10.5,87.0,59.6,3.7,6,19.8,20,100.0,100.0,1,1,0,Low performance,Complete final certification
PRT00107,Partner 107,partner107@demoapp.ai,+91-9119238745,Agent,Sales,South,Hyderabad,Tier 1,MGR066,Sales Excellence,2025-06-29,2025-07-13,2025-06,8,14,Fast,9,3,33.7,At Risk,21.9,7,5,2,3,8,10,1,10,66.6,50.8,63.4,Not Certified,,1,0,Not Ready,In Training,55,128,40,31.2,707131.0,9,34.2,66.7,51.9,3.22,10,16.8,-2,81.2,81.9,180,169,1,Low training progress,Assign mentor + mandatory reminders
PRT00108,Partner 108,partner108@demoapp.ai,+91-9291260626,Agent,Support,Central,Nagpur,Tier 2,MGR033,Support Academy,2024-02-28,2024-03-18,2024-02,24,19,Standard,13,7,56.4,At Risk,25.3,13,14,3,2,13,1,1,14,62.4,82.3,63.4,Not Certified,,1,0,Not Ready,In Training,6,35,16,45.7,50789.0,59,19.7,82.6,62.0,3.35,5,15.1,20,82.8,87.5,124,50,0,Low performance,Complete final certification
PRT00109,Partner 109,partner109@demoapp.ai,+91-9568896749,Franchise,Technician,Central,Indore,Tier 2,MGR038,Field Technician Bootcamp,2024-08-03,2024-08-06,2024-08,19,3,Fast,14,6,44.2,At Risk,27.7,11,12,2,0,17,0,0,20,57.2,78.7,72.9,Not Certified,,1,0,Not Ready,In Training,50,28,11,39.3,57616.0,20,23.3,77.9,61.0,3.78,4,12.4,7,88.7,93.2,67,14,1,Low training progress,Assign mentor + mandatory reminders
PRT00110,Partner 110,partner110@demoapp.ai,+91-9133204012,Service Partner,Relationship Manager,South,Kochi,Tier 2,MGR009,Partner Relationship Mastery,2025-10-03,2025-10-19,2025-10,5,16,Standard,16,9,57.6,At Risk,31.7,16,12,1,2,21,2,1,14,88.0,73.3,65.5,Not Certified,,0,0,Not Ready,In Training,28,16,8,50.0,150537.0,14,19.0,81.6,62.3,3.6,7,17.1,28,94.4,96.6,33,25,0,Low performance,Complete final certification
PRT00111,Partner 111,partner111@demoapp.ai,+91-9823505273,Agent,Sales,South,Hyderabad,Tier 1,MGR055,Sales Excellence,2024-09-23,2024-10-02,2024-09,17,9,Fast,15,5,34.3,At Risk,23.5,9,12,4,1,10,4,3,22,65.4,57.8,76.6,Not Certified,,2,0,Not Ready,In Training,44,31,10,32.3,170550.0,22,29.0,72.0,45.4,3.18,5,28.0,8,77.5,79.6,203,192,1,Low training progress,Assign mentor + mandatory reminders
PRT00112,Partner 112,partner112@demoapp.ai,+91-9990968076,Franchise,Technician,South,Kochi,Tier 2,MGR005,Field Technician Bootcamp,2024-01-29,2024-02-08,2024-01,25,10,Fast,10,2,23.7,At Risk,25.3,8,7,1,0,6,9,0,12,57.7,54.6,63.6,Not Certified,,2,0,Not Ready,In Training,45,29,11,37.9,63098.0,76,21.2,64.0,49.8,3.33,6,20.6,-9,83.9,83.0,169,158,1,Low training progress,Assign mentor + mandatory reminders
